0,0,180,-16.0671
0,0,180,-16.5552
0,0,179.3641,-16.8014
0,0,178.7251,-17.012
0,0,178.5968,-16.6392
0,0,179.0966,-16.434
0,0,179.4135,-16.3791
0,1,178.1256,-17.5048
0,1,178.3736,-17.3399
0,1,178.7181,-17.6285
0,1,178.5527,-18.1506
0,1,177.9327,-18.288
0,1,177.3815,-18.1643
0,1,177.285,-17.7247
0,1,177.6709,-17.3811
0,2,-179.7933,-16.0209
0,2,-179.9174,-16.5018
0,2,-180,-16.5552
0,2,-180,-16.0671
1,0,34.0726,-1.0598
1,0,37.6987,-3.097
1,0,37.7669,-3.6771
1,0,39.2022,-4.6768
1,0,38.7405,-5.9089
1,0,38.7998,-6.4757
1,0,39.44,-6.84
1,0,39.47,-7.1
1,0,39.1947,-7.7039
1,0,39.252,-8.0078
1,0,39.1865,-8.4855
1,0,39.5357,-9.1124
1,0,39.9496,-10.0984
1,0,40.3166,-10.3171
1,0,39.521,-10.8969
1,0,38.4276,-11.2852
1,0,37.8276,-11.2688
1,0,37.4713,-11.5688
1,0,36.7752,-11.5945
1,0,36.5141,-11.7209
1,0,35.3124,-11.4391
1,0,34.9328,-11.4799
1,0,34.937,-11.4634
1,0,34.6079,-11.0805
1,0,34.5242,-10.0301
1,0,33.9956,-9.4954
1,0,33.9388,-9.6909
1,0,33.7397,-9.4171
1,0,32.7594,-9.2306
1,0,32.1919,-8.9304
1,0,31.5563,-8.762
1,0,31.1578,-8.5946
1,0,31.1073,-8.5638
1,0,30.6042,-7.5419
1,0,30.528,-6.9227
1,0,29.722,-6.2441
1,0,29.9512,-5.861
1,0,29.7584,-5.4669
1,0,29.792,-5.0409
1,0,29.6001,-4.8964
1,0,29.6477,-4.4646
1,0,29.7535,-4.4524
1,0,30.1163,-4.0901
1,0,30.5055,-3.5686
1,0,30.7522,-3.3593
1,0,30.743,-3.0343
1,0,30.5277,-2.8076
1,0,30.4697,-2.4139
1,0,30.4697,-2.4138
1,0,30.7583,-2.2873
1,0,30.8161,-1.6989
1,0,30.4191,-1.1347
1,0,30.7699,-1.0145
1,0,31.8662,-1.0274
1,0,31.836,-1.6293
1,0,31.648,-2.3292
1,0,31.9266,-2.7145
1,0,32.3731,-2.4899
1,0,32.9518,-2.4304
1,0,33.0767,-2.5471
1,0,33.6472,-2.3009
1,0,33.2517,-1.958
1,0,33.5794,-1.506
2,0,-8.6656,27.6564
2,0,-8.6651,27.5895
2,0,-8.6844,27.3957
2,0,-8.6873,25.8811
2,0,-11.9694,25.9334
2,0,-11.9372,23.3746
2,0,-12.8742,23.2848
2,0,-13.1188,22.7712
2,0,-12.9291,21.3271
2,0,-16.8452,21.3333
2,0,-17.0634,20.9998
2,0,-17.0204,21.4223
2,0,-17.003,21.4207
2,0,-14.751,21.5006
2,0,-14.6308,21.8609
2,0,-14.2212,22.3102
2,0,-13.8911,23.691
2,0,-12.501,24.7701
2,0,-12.0308,26.0309
2,0,-11.7182,26.1041
2,0,-11.3926,26.8834
2,0,-10.5513,26.9908
2,0,-10.1894,26.8609
2,0,-9.7353,26.8609
2,0,-9.413,27.0885
2,0,-8.7949,27.1207
2,0,-8.8178,27.6564
3,0,-122.84,49
3,0,-122.9742,49.0025
3,0,-124.9102,49.9846
3,0,-125.6246,50.4166
3,0,-127.4356,50.8306
3,0,-127.9928,51.7158
3,0,-127.8503,52.3296
3,0,-129.1298,52.7554
3,0,-129.3052,53.5616
3,0,-130.515,54.2876
3,0,-130.5361,54.8028
3,0,-129.98,55.285
3,0,-130.0078,55.9158
3,0,-131.7078,56.5521
3,0,-132.7304,57.6929
3,0,-133.3556,58.4103
3,0,-134.2711,58.8611
3,0,-134.945,59.2706
3,0,-135.4758,59.7878
3,0,-136.4797,59.4639
3,0,-137.4525,58.905
3,0,-138.3409,59.5621
3,0,-139.039,60
3,0,-140.013,60.2768
3,0,-140.9978,60.3064
3,0,-140.9925,66
3,0,-140.986,69.712
3,0,-139.1205,69.471
3,0,-137.5464,68.99
3,0,-136.5036,68.898
3,0,-135.6258,69.3151
3,0,-134.4146,69.6274
3,0,-132.9293,69.5053
3,0,-131.4314,69.9445
3,0,-129.7947,70.1937
3,0,-129.1077,69.7793
3,0,-128.3616,70.0129
3,0,-128.1382,70.4838
3,0,-127.4471,70.3772
3,0,-125.7563,69.4806
3,0,-124.4248,70.1584
3,0,-124.2897,69.3997
3,0,-123.0611,69.5637
3,0,-122.6835,69.8555
3,0,-121.4723,69.7978
3,0,-119.9429,69.3779
3,0,-117.6027,69.0113
3,0,-116.2264,68.8415
3,0,-115.2469,68.9059
3,0,-113.8979,68.3989
3,0,-115.3049,67.9026
3,0,-113.4973,67.6882
3,0,-110.798,67.8061
3,0,-109.9462,67.981
3,0,-108.8802,67.3814
3,0,-107.7924,67.8874
3,0,-108.813,68.3116
3,0,-108.1672,68.6539
3,0,-106.95,68.7
3,0,-106.15,68.8
3,0,-105.3428,68.5612
3,0,-104.3379,68.018
3,0,-103.2212,68.0978
3,0,-101.4543,67.6469
3,0,-99.902,67.8057
3,0,-98.4432,67.7817
3,0,-98.5586,68.4039
3,0,-97.6695,68.5786
3,0,-96.1199,68.2394
3,0,-96.1259,67.2934
3,0,-95.4894,68.0907
3,0,-94.685,68.0638
3,0,-94.2328,69.069
3,0,-95.3041,69.6857
3,0,-96.4713,70.0898
3,0,-96.3912,71.1948
3,0,-95.2088,71.9205
3,0,-93.89,71.7602
3,0,-92.8782,71.3187
3,0,-91.5196,70.1913
3,0,-92.4069,69.7
3,0,-90.5471,69.4977
3,0,-90.5515,68.475
3,0,-89.2152,69.2587
3,0,-88.0197,68.6151
3,0,-88.3175,67.8734
3,0,-87.3502,67.1987
3,0,-86.3061,67.9215
3,0,-85.5766,68.7846
3,0,-85.522,69.8821
3,0,-84.1008,69.8054
3,0,-82.6226,69.6583
3,0,-81.2804,69.162
3,0,-81.2202,68.6657
3,0,-81.9644,68.1325
3,0,-81.2593,67.5972
3,0,-81.3865,67.1108
3,0,-83.3446,66.4115
3,0,-84.7354,66.2573
3,0,-85.7694,66.5583
3,0,-86.0676,66.0563
3,0,-87.0314,65.213
3,0,-87.3232,64.7756
3,0,-88.483,64.099
3,0,-89.9144,64.0327
3,0,-90.704,63.6102
3,0,-90.77,62.9602
3,0,-91.9334,62.8351
3,0,-93.157,62.0247
3,0,-94.2415,60.8987
3,0,-94.6293,60.1102
3,0,-94.6846,58.9488
3,0,-93.215,58.7821
3,0,-92.7646,57.8457
3,0,-92.297,57.0871
3,0,-90.8977,57.2847
3,0,-89.0395,56.8517
3,0,-88.0398,56.4716
3,0,-87.3242,55.9991
3,0,-86.0712,55.7238
3,0,-85.0118,55.3026
3,0,-83.3606,55.2449
3,0,-82.2729,55.1483
3,0,-82.4362,54.2823
3,0,-82.125,53.277
3,0,-81.4008,52.1579
3,0,-79.9129,51.2084
3,0,-79.143,51.5339
3,0,-78.6019,52.5621
3,0,-79.1242,54.1415
3,0,-79.8296,54.6677
3,0,-78.2287,55.1365
3,0,-77.0956,55.8374
3,0,-76.5414,56.5342
3,0,-76.6232,57.2026
3,0,-77.3023,58.0521
3,0,-78.5169,58.8046
3,0,-77.3368,59.8526
3,0,-77.7727,60.7579
3,0,-78.1069,62.3196
3,0,-77.4107,62.5505
3,0,-75.6962,62.2784
3,0,-74.6682,62.1811
3,0,-73.8399,62.4438
3,0,-72.9085,62.1051
3,0,-71.6771,61.5254
3,0,-71.3737,61.1372
3,0,-69.5904,61.0614
3,0,-69.6203,60.2213
3,0,-69.2879,58.9574
3,0,-68.3746,58.8011
3,0,-67.6498,58.2121
3,0,-66.2018,58.7673
3,0,-65.2452,59.8707
3,0,-64.5835,60.3356
3,0,-63.8048,59.4426
3,0,-62.5024,58.1671
3,0,-61.3966,56.9675
3,0,-61.7987,56.3395
3,0,-60.4685,55.7755
3,0,-59.5696,55.2041
3,0,-57.9751,54.9455
3,0,-57.3332,54.6265
3,0,-56.9369,53.7803
3,0,-56.1581,53.6475
3,0,-55.7563,53.2704
3,0,-55.6834,52.1466
3,0,-56.4092,51.7707
3,0,-57.1269,51.4197
3,0,-58.7748,51.0643
3,0,-60.0331,50.2428
3,0,-61.7237,50.0805
3,0,-63.8625,50.291
3,0,-65.3633,50.2982
3,0,-66.3991,50.229
3,0,-67.2363,49.5116
3,0,-68.5111,49.0684
3,0,-69.9536,47.7449
3,0,-71.1046,46.8217
3,0,-70.2552,46.9861
3,0,-68.65,48.3
3,0,-66.5524,49.1331
3,0,-65.0563,49.2328
3,0,-64.171,48.7425
3,0,-65.1155,48.0709
3,0,-64.7985,46.993
3,0,-64.4722,46.2385
3,0,-63.1733,45.739
3,0,-61.5207,45.8838
3,0,-60.5182,47.0079
3,0,-60.4486,46.2826
3,0,-59.8029,45.9204
3,0,-61.0399,45.2653
3,0,-63.2547,44.6701
3,0,-64.2466,44.2655
3,0,-65.3641,43.5452
3,0,-66.1234,43.6187
3,0,-66.1617,44.4651
3,0,-64.4255,45.292
3,0,-66.0261,45.2593
3,0,-67.1374,45.1375
3,0,-67.7913,45.7028
3,0,-67.7905,47.0664
3,0,-68.2344,47.3549
3,0,-68.905,47.185
3,0,-69.2372,47.4478
3,0,-70,46.6931
3,0,-70.305,45.915
3,0,-70.66,45.46
3,0,-71.0848,45.3052
3,0,-71.405,45.255
3,0,-71.5051,45.0082
3,0,-73.3478,45.0074
3,0,-74.867,45.0005
3,0,-75.3182,44.8165
3,0,-76.3416,44.1191
3,0,-76.353,44.1347
3,0,-76.5656,44.208
3,0,-76.8827,44.0695
3,0,-77.1615,43.8501
3,0,-77.6054,44.0393
3,0,-78.4505,43.9032
3,0,-79.1562,43.7574
3,0,-79.4612,43.6392
3,0,-79.7605,43.2972
3,0,-79.3617,43.2024
3,0,-79.0563,43.2541
3,0,-79.0087,43.2656
3,0,-78.92,42.965
3,0,-79.7914,42.842
3,0,-80.2792,42.7157
3,0,-80.5452,42.5601
3,0,-81.095,42.6608
3,0,-81.3923,42.6152
3,0,-81.8292,42.3355
3,0,-82.5712,42.017
3,0,-83.12,42.08
3,0,-82.9,42.43
3,0,-82.43,42.98
3,0,-81.7827,43.3108
3,0,-81.7002,43.5901
3,0,-81.7527,44.0646
3,0,-81.2757,44.6202
3,0,-81.4023,45.2501
3,0,-80.8977,44.6316
3,0,-80.085,44.4939
3,0,-79.7629,44.8246
3,0,-80.4106,45.5901
3,0,-80.7368,45.9038
3,0,-81.6314,46.0975
3,0,-82.442,46.1996
3,0,-83.2025,46.2102
3,0,-83.9526,46.3343
3,0,-84.1487,46.5558
3,0,-84.3367,46.4088
3,0,-84.6049,46.4396
3,0,-84.6041,46.4409
3,0,-84.3956,46.7768
3,0,-84.8153,46.9023
3,0,-84.645,47.2822
3,0,-85.0406,47.5757
3,0,-84.8642,47.8601
3,0,-85.9865,48.0104
3,0,-86.321,48.5773
3,0,-86.56,48.7111
3,0,-87.249,48.7351
3,0,-88.179,48.9367
3,0,-88.4042,48.8063
3,0,-88.6264,48.5625
3,0,-89.1941,48.4055
3,0,-89.6,48.01
3,0,-90.83,48.27
3,0,-91.64,48.14
3,0,-92.61,48.45
3,0,-93.6309,48.6093
3,0,-94.3291,48.6707
3,0,-94.64,48.84
3,0,-94.8176,49.3891
3,0,-95.1561,49.3843
3,0,-95.1591,49
3,0,-97.2287,49.0007
3,0,-100.65,49
3,0,-104.0483,48.9999
3,0,-107.05,49
3,0,-110.05,49
3,0,-113,49
3,0,-116.0482,49
3,0,-117.0312,49
3,0,-120,49
3,1,-83.9937,62.4528
3,1,-83.2505,62.9141
3,1,-81.877,62.9046
3,1,-81.8983,62.7108
3,1,-83.0686,62.1592
3,1,-83.7746,62.1823
